title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox
SKODA Citigo,4999,56355,2014,3.0,Petrol,Hatchback,1.0L,Manual
SKODA Fabia,6995,69000,2016,2.0,Petrol,Estate,1.0L,Manual
Peugeot 208,3850,77000,2012,3.0,Petrol,Hatchback,1.2L,Manual
Ford Fiesta,3850,70000,2016,3.0,Petrol,Hatchback,1.3L,Manual
Mazda Mazda2,1595,84000,2008,3.0,Petrol,Hatchback,1.3L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Peugeot 207,2190,50668,2008,4.0,Petrol,Hatchback,1.4L,Manual
Land Rover Freelander 2,1995,85207,2011,1.0,Diesel,SUV,2.2L,Manual
SKODA Fabia,3750,115000,2012,2.0,Diesel,Hatchback,1.6L,Manual
BMW 3 Series,1950,173006,2005,6.0,Diesel,Coupe,2.0L,Manual
Fiat 500,4250,78033,2015,1.0,Petrol,Hatchback,1.2L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Vauxhall Vectra,2795,57827,2007,2.0,Petrol,Hatchback,2.0L,Manual
Vauxhall Corsa,4500,75474,2014,1.0,Diesel,Hatchback,1.3L,Manual
Vauxhall Corsa,3700,60000,2011,3.0,Petrol,Hatchback,1.2L,Manual
Ford Fiesta,4995,87650,2013,6.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Corsa,2750,65300,2011,4.0,Petrol,Hatchback,1.2L,Manual
SKODA Rapid,4750,71569,2014,1.0,Diesel,Hatchback,1.6L,Manual
Vauxhall Astra,5000,97300,2017,3.0,Petrol,Hatchback,1.4L,Manual
Honda Cr-v,1895,154000,2008,3.0,Diesel,SUV,2.2L,Manual
KIA Ceed,6195,99094,2018,1.0,Diesel,Hatchback,1.6L,Manual
Peugeot 207,2199,79500,2009,4.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Scirocco,3690,179000,2012,2.0,Diesel,Hatchback,2.0L,Manual
Ford Focus,4000,98159,2013,1.0,Diesel,Hatchback,1.6L,Manual
SEAT Leon,4700,128386,2015,1.0,Diesel,Hatchback,1.6L,Manual
Fiat 500,4250,78033,2015,1.0,Petrol,Hatchback,1.2L,Manual
Peugeot 208,3250,106500,2013,2.0,Petrol,Hatchback,1.2L,Manual
Land Rover Freelander 2,5290,92148,2010,2.0,Diesel,SUV,2.2L,Automatic
Nissan Qashqai Hatchback Special Editions,6929,79814,2013,2.0,Petrol,SUV,1.6L,Manual
Audi A4 Cabriolet,3750,88000,2008,3.0,Petrol,Convertible,1.8L,Manual
Volkswagen Polo,4000,88000,2014,3.0,Petrol,Hatchback,1.2L,Manual
Renault Scenic,2490,72000,2010,2.0,Petrol,MPV,1.6L,Manual
Nissan Juke,4000,107000,2013,3.0,Diesel,SUV,1.5L,Manual
Vauxhall Insignia Grand Sport,11995,57952,2019,1.0,Diesel,Hatchback,2.0L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Ford Focus,2275,100969,2009,5.0,Diesel,Hatchback,2.0L,Manual
Honda Civic,2690,123000,2011,3.0,Diesel,Hatchback,2.2L,Manual
BMW 3 Series,3495,136000,2011,2.0,Diesel,Saloon,2.0L,Manual
Mitsubishi ASX,6490,76589,2014,3.0,Diesel,SUV,1.8L,Manual
Peugeot 107,2190,56000,2010,3.0,Petrol,Hatchback,1.0L,Manual
Proton Savvy,1695,57170,2011,1.0,Petrol,Hatchback,1.2L,Manual
Fiat 500,4250,78033,2015,1.0,Petrol,Hatchback,1.2L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Volkswagen Polo,16049,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
BMW 1 Series,6495,80000,2012,2.0,Diesel,Hatchback,2.0L,Manual
Volkswagen Sharan,5999,116443,2011,2.0,Petrol,MPV,1.4L,Manual
SKODA Yeti,7990,112000,2015,2.0,Diesel,SUV,2.0L,Manual
Ford Fiesta,2300,91000,2009,3.0,Petrol,Hatchback,1.3L,Manual
Toyota Urbancruiser,2990,103099,2010,3.0,Petrol,SUV,1.3L,Manual
SKODA Fabia Diesel Estate,3990,79547,2014,2.0,Diesel,Estate,1.6L,Manual
BMW 3 Series,3990,97000,2011,4.0,Diesel,Saloon,2.0L,Manual
Audi A4,1495,73091,2001,3.0,Petrol,Saloon,2.0L,Manual
Fiat 500,4250,78033,2015,1.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz C Class,1999,114299,2007,2.0,Diesel,Saloon,2.1L,Automatic
Volvo V40,8795,58000,2015,1.0,Petrol,Hatchback,1.6L,Manual
Peugeot 208,12802,42349,2021,2.0,Petrol,Hatchback,1.2L,Manual
Citroen DS3 Cabrio,5495,49000,2013,2.0,Petrol,Convertible,1.6L,Manual
Vauxhall Astra,3195,82000,2012,6.0,Diesel,Hatchback,2.0L,Manual
Ford Fiesta,7130,52200,2018,3.0,Petrol,Hatchback,1.1L,Manual
Mazda Mazda3,4800,96723,2007,4.0,Petrol,Hatchback,2.3L,Manual
Vauxhall Insignia,7895,114883,2017,1.0,Diesel,Hatchback,1.6L,Manual
Ford Fiesta,6850,94600,2015,2.0,Petrol,Hatchback,1.0L,Automatic
Ford Focus,6790,76466,2015,2.0,Diesel,Hatchback,1.6L,Manual
Ford KA,1950,62700,2012,3.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Mercedes-Benz C Class,6495,122000,2015,5.0,Diesel,Coupe,2.1L,Automatic
Audi A1,7050,98700,2015,1.0,Diesel,Hatchback,1.6L,Automatic
Toyota Yaris,5695,69036,2012,3.0,Petrol,Hatchback,1.3L,Manual
SKODA Superb,5990,118000,2015,2.0,Diesel,Estate,1.6L,Manual
Fiat 500L,7750,28500,2015,3.0,Diesel,MPV,1.3L,Manual
Nissan Qashqai,2995,162753,2012,2.0,Diesel,SUV,1.5L,Manual
Volkswagen Beetle,10995,31700,2013,1.0,Petrol,Hatchback,1.2L,Automatic
Vauxhall Corsa,4300,34000,2018,3.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Golf,5195,86069,2011,2.0,Diesel,Hatchback,1.6L,Manual
Ford B-max,4950,61000,2013,2.0,Petrol,MPV,1.0L,Manual
Vauxhall Corsa,4595,101971,2015,1.0,Diesel,Hatchback,1.3L,Manual
Vauxhall Insignia,3999,93379,2013,3.0,Petrol,Hatchback,1.8L,Manual
Ford Fiesta,2490,119785,2009,3.0,Diesel,Hatchback,1.4L,Manual
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Marcos Martina,11495,19000,1981,5.0,Petrol,Convertible,2.0L,Manual
Fiat 500,3990,69218,2011,4.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,4495,96967,2014,3.0,Petrol,Hatchback,1.1L,Manual
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Ford KA,2290,59030,2011,3.0,Petrol,Hatchback,1.2L,Manual
Nissan Qashqai,6000,87018,2014,3.0,Diesel,SUV,1.5L,Manual
Ford Mondeo,7990,78000,2017,2.0,Diesel,Hatchback,2.0L,Manual
Nissan Juke,5100,76000,2015,2.0,Petrol,SUV,1.2L,Manual
SEAT Ibiza,6250,80000,2015,3.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
SEAT Ibiza,6250,80000,2015,3.0,Petrol,Hatchback,1.4L,Manual
BMW 3 Series,3990,97000,2011,4.0,Diesel,Saloon,2.0L,Manual
Mercedes-Benz E Class,8995,73000,2014,1.0,Diesel,Saloon,2.1L,Automatic
Suzuki Swift Hatchback,5450,64156,2015,1.0,Petrol,Hatchback,1.2L,Manual
Toyota Aygo,1995,57213,2011,2.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Insignia,2750,117221,2013,3.0,Diesel,Estate,2.0L,Automatic
Nissan Juke,4500,67000,2010,3.0,Petrol,SUV,1.6L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Ford Fiesta,10795,52188,2019,1.0,Petrol,Hatchback,1.0L,Manual
Audi A3,13500,44000,2016,1.0,Diesel,Saloon,2.0L,Manual
Vauxhall Corsa,5690,53407,2014,4.0,Petrol,Hatchback,1.4L,Manual
Hyundai i10,1995,108741,2011,1.0,Petrol,Hatchback,1.2L,Manual
BMW 3 SERIES,10995,82609,2015,2.0,Diesel,Saloon,2.0L,Automatic
Peugeot 207 CC,2490,70679,2010,3.0,Petrol,Convertible,1.6L,Manual
Nissan Qashqai,5999,91474,2013,2.0,Petrol,SUV,1.6L,Manual
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Peugeot 308,3500,97900,2009,4.0,Diesel,Estate,2.0L,Manual
Vauxhall Corsa Hatchback,4995,102412,2016,1.0,Petrol,Hatchback,1.2L,Manual
Citroen DS3,5000,47400,2013,3.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Viva Hatchback,5495,68084,2015,2.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Corsa,5000,75300,2016,2.0,Petrol,Hatchback,1.4L,Manual
Peugeot 108,5475,49812,2014,1.0,Petrol,Hatchback,1.0L,Manual
Land Rover Freelander 2,3750,121000,2009,2.0,Diesel,SUV,2.2L,Manual
Ford Fiesta,6250,41440,2014,2.0,Petrol,Hatchback,1.3L,Manual
Vauxhall Corsa,6495,41046,2016,2.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Astra,3375,86327,2011,3.0,Diesel,Hatchback,2.0L,Manual
Fiat 500L,7750,28500,2015,3.0,Diesel,MPV,1.3L,Manual
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Citroen C3,7999,56425,2017,2.0,Petrol,Hatchback,1.2L,Manual
Peugeot 108,5950,49430,2014,3.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra,5500,45000,2013,3.0,Petrol,Estate,1.6L,Manual
Nissan Note,4490,86000,2014,4.0,Petrol,Hatchback,1.2L,Manual
Audi A5 Cabriolet,6250,87000,2011,3.0,Diesel,Convertible,2.0L,Manual
Land Rover Freelander 2,7295,102465,2012,1.0,Diesel,SUV,2.2L,Automatic
SEAT Tarraco,17500,36774,2020,1.0,Diesel,SUV,2.0L,Manual
Vauxhall Combo,4250,35616,2010,1.0,Diesel,Combi Van,1.3L,Manual
Peugeot 308,8125,114288,2018,1.0,Diesel,Hatchback,1.5L,Automatic
Vauxhall Agila,1995,46908,2007,2.0,Petrol,MPV,1.2L,Manual
Vauxhall Corsa,9350,92330,2020,1.0,Petrol,Hatchback,1.2L,Manual
Audi A1,10990,48000,2015,3.0,Diesel,Hatchback,1.6L,Automatic
Renault Grand Scenic,4000,73000,2011,2.0,Diesel,MPV,1.5L,Automatic
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
BMW 1 Series,7495,58601,2013,2.0,Diesel,Hatchback,2.0L,Manual
Volkswagen Beetle,1450,90100,2002,5.0,Petrol,Hatchback,2.0L,Manual
Ford Focus,4995,71500,2012,2.0,Petrol,Hatchback,1.0L,Manual
Ford Fiesta,6850,94600,2015,2.0,Petrol,Hatchback,1.0L,Automatic
Ford Focus,7499,59300,2016,3.0,Petrol,Hatchback,1.0L,Manual
Renault Clio,4995,93000,2004,5.0,Petrol,Hatchback,2.0L,Manual
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Smart Forfour,6695,35814,2016,2.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz A-class,12995,49938,2016,2.0,Petrol,Hatchback,1.6L,Manual
BMW 5 Series,6950,96000,2014,2.0,Diesel,Saloon,2.0L,Manual
Citroen C3 Picasso,4250,49000,2011,2.0,Diesel,MPV,1.6L,Manual
Vauxhall Corsa Hatchback,6690,54956,2015,2.0,Petrol,Hatchback,1.4L,Manual
Renault Megane,11795,22000,2019,1.0,Petrol,Hatchback,1.3L,Manual
Toyota Aygo,1795,110000,2006,4.0,Petrol,Hatchback,1.0L,Manual
Peugeot 208,5500,78900,2016,3.0,Petrol,Hatchback,1.0L,Manual
Peugeot 308 CC,2800,96024,2011,4.0,Diesel,Convertible,2.0L,Manual
Volvo XC90,2995,174500,2006,3.0,Diesel,SUV,2.4L,Automatic
Land Rover Range Rover Evoque Diesel Hatchback,14861,81933,2014,2.0,Diesel,SUV,2.2L,Automatic
Volkswagen Polo,6495,79004,2015,1.0,Diesel,Hatchback,1.4L,Manual
Ford Ecosport,9495,49482,2017,2.0,Petrol,SUV,1.0L,Manual
Mercedes-Benz C Class,18450,44000,2017,3.0,Diesel,Coupe,2.1L,Automatic
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Ford Focus,7475,96765,2017,1.0,Diesel,Hatchback,1.5L,Manual
Ford Focus Diesel Hatchback,13950,35843,2020,1.0,Diesel,Hatchback,1.5L,Manual
Citroen C3 AIRCROSS DIESEL MPV,8490,94814,2017,2.0,Diesel,SUV,1.6L,Manual
Peugeot 3008,3995,86897,2012,3.0,Diesel,SUV,2.0L,Manual
Ford Mondeo,8490,142263,2018,3.0,Diesel,Hatchback,2.0L,Manual
Renault Clio,7799,29740,2015,3.0,Petrol,Hatchback,0.9L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Renault Clio,6495,60394,2016,2.0,Petrol,Hatchback,1.2L,Manual
Mitsubishi GTO,15000,60742,2003,4.0,Petrol,Coupe,3.0L,Manual
MINI Paceman,10999,56552,2017,2.0,Diesel,SUV,2.0L,Manual
Jaguar XF,8995,65847,2013,3.0,Diesel,Saloon,2.2L,Automatic
SEAT Ibiza,7150,33585,2014,2.0,Petrol,Hatchback,1.4L,Manual
Ford Fiesta,2499,138930,2010,2.0,Diesel,Hatchback,1.4L,Manual
Toyota Aygo,1795,110000,2006,4.0,Petrol,Hatchback,1.0L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Volvo S60,6995,122000,2017,2.0,Diesel,Saloon,2.0L,Manual
Vauxhall Crossland X,9795,50433,2019,1.0,Petrol,SUV,1.2L,Manual
Volkswagen Passat,7995,42000,2014,3.0,Diesel,Saloon,2.0L,Manual
Nissan Qashqai,5750,95330,2013,2.0,Diesel,SUV,1.5L,Manual
Mercedes-Benz A-class,12395,53944,2017,2.0,Petrol,Hatchback,1.6L,Manual
BMW 1 Series,6850,120366,2015,1.0,Diesel,Hatchback,1.5L,Manual
Vauxhall Astra,4300,71000,2012,3.0,Petrol,Estate,1.6L,Manual
Renault Grand Scenic,4000,73000,2011,2.0,Diesel,MPV,1.5L,Automatic
Volkswagen T-cross,17670,14385,2021,1.0,Petrol,SUV,1.0L,Manual
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Audi A5 Cabriolet,15990,67000,2018,2.0,Petrol,Convertible,2.0L,Manual
Jaguar XE,15995,53634,2018,2.0,Diesel,Saloon,2.0L,Automatic
BMW 5 SERIES,12995,59879,2013,1.0,Petrol,Saloon,2.0L,Automatic
Hyundai i10,2750,79315,2011,4.0,Petrol,Hatchback,1.2L,Manual
Toyota Aygo,1795,110000,2006,4.0,Petrol,Hatchback,1.0L,Manual
Nissan Juke,11000,45462,2019,1.0,Petrol,SUV,1.6L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Ford Kuga Diesel Hatchback,8650,65684,2015,1.0,Diesel,SUV,2.0L,Manual
Nissan Micra,4400,55000,2012,2.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Meriva,5650,90031,2017,2.0,Petrol,MPV,1.4L,Manual
Alfa Romeo Giulietta,4100,61000,2014,3.0,Diesel,Hatchback,1.6L,Manual
KIA Sportage Diesel Estate,13094,54894,2016,3.0,Diesel,SUV,2.0L,Manual
Citroen C3,4000,52000,2010,5.0,Petrol,Hatchback,1.6L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Vauxhall Zafira,3900,64000,2011,4.0,Petrol,MPV,1.8L,Manual
Mercedes-Benz CLA Class,11000,73000,2017,3.0,Diesel,Saloon,2.1L,Manual
KIA Sportage,6995,92854,2014,2.0,Petrol,SUV,1.6L,Manual
Ford Fiesta,4500,81345,2012,2.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Adam,5695,64337,2014,2.0,Petrol,Hatchback,1.4L,Manual
Renault Grand Scenic,4000,73000,2011,2.0,Diesel,MPV,1.5L,Automatic
Infiniti EX,5989,89000,2012,4.0,Diesel,SUV,3.0L,Automatic
Volkswagen Passat,5950,190000,2016,1.0,Diesel,Estate,2.0L,Automatic
Vauxhall Corsa,5299,60518,2015,3.0,Petrol,Hatchback,1.2L,Manual
Renault Megane Hatch,11000,42554,2017,3.0,Diesel,Hatchback,1.6L,Manual
Audi A4,4250,182000,2014,2.0,Diesel,Saloon,2.0L,Automatic
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Audi Q3,6990,130000,2014,2.0,Diesel,SUV,2.0L,Manual
Nissan X-trail Diesel Estate,10490,80899,2015,2.0,Diesel,SUV,1.6L,Manual
Nissan Qashqai Diesel Hatchback,11964,56754,2016,1.0,Diesel,SUV,1.5L,Manual
BMW 1 Series,7290,85709,2013,2.0,Diesel,Hatchback,2.0L,Manual
Ford Fiesta,3130,127910,2015,4.0,Diesel,Hatchback,1.5L,Manual
Mazda 3,9699,58106,2016,1.0,Petrol,Hatchback,2.0L,Manual
Vauxhall Mokka,6990,80000,2016,1.0,Diesel,SUV,1.6L,Manual
Vauxhall Adam,6695,27228,2013,1.0,Petrol,Hatchback,1.4L,Manual
Mercedes-Benz E Class,7995,61000,2013,2.0,Diesel,Coupe,2.1L,Automatic
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
BMW 3 Series,6200,100100,2013,2.0,Diesel,Saloon,2.0L,Manual
Audi A3,8999,71000,2012,3.0,Petrol,Hatchback,1.8L,Automatic
KIA Ceed Diesel Hatchback,12995,54286,2020,1.0,Diesel,Hatchback,1.6L,Manual
Volkswagen Polo,2750,31000,1993,1.0,Petrol,Coupe,1.0L,Manual
Vauxhall Astra,1995,88000,2008,3.0,Petrol,Hatchback,1.6L,Manual
Jaguar XE Diesel Saloon,12087,78268,2015,2.0,Diesel,Saloon,2.0L,Automatic
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
KIA RIO,6750,42250,2015,1.0,Diesel,Hatchback,1.1L,Manual
Ford KA,3000,65000,2010,2.0,Petrol,Hatchback,1.2L,Manual
Maserati Ghibli,13900,63000,2014,5.0,Diesel,Saloon,3.0L,Automatic
SEAT Leon,10000,60808,2018,1.0,Diesel,Hatchback,1.6L,Manual
SKODA Octavia,4800,71000,2009,2.0,Diesel,Estate,1.9L,Automatic
Honda Civic,9895,114532,2019,1.0,Diesel,Hatchback,1.6L,Manual
Renault Grand Scenic,4000,73000,2011,2.0,Diesel,MPV,1.5L,Automatic
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Vauxhall Corsa,11799,34241,2020,1.0,Petrol,Hatchback,1.2L,Manual
Citroen C3,9574,22680,2017,2.0,Petrol,Hatchback,1.2L,Manual
Toyota Aygo,5295,34000,2013,1.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz CLA Class,9995,99000,2014,2.0,Diesel,Saloon,2.1L,Automatic
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Vauxhall Corsa,8495,24329,2016,1.0,Petrol,Hatchback,1.4L,Manual
Ford Focus Hatchback,10136,55996,2016,4.0,Petrol,Hatchback,1.0L,Manual
Nissan Pulsar,7499,61108,2016,1.0,Petrol,Hatchback,1.2L,Manual
Citroen C4 Cactus,6500,53765,2015,5.0,Diesel,Hatchback,1.6L,Manual
Jaguar XF,16995,48106,2018,2.0,Diesel,Saloon,2.0L,Automatic
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Renault Clio,6499,78000,2003,3.0,Petrol,Hatchback,2.0L,Manual
Fiat 500,3599,57766,2011,3.0,Petrol,Hatchback,1.2L,Manual
Mazda MX-5,5997,78813,2009,4.0,Petrol,Convertible,1.8L,Manual
Ford Fiesta Hatchback,8990,43575,2017,1.0,Petrol,Hatchback,1.1L,Manual
Toyota Aygo,4500,85500,2016,3.0,Petrol,Hatchback,1.0L,Manual
BMW Z4,4250,93500,2007,5.0,Petrol,Convertible,2.0L,Manual
Nissan Micra,8875,85683,2019,1.0,Petrol,Hatchback,1.0L,Manual
Nissan Qashqai+2,5000,77340,2012,6.0,Diesel,SUV,2.0L,Automatic
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Mercedes-Benz E Class Diesel Coupe,11995,69475,2014,3.0,Diesel,Coupe,2.1L,Automatic
Vauxhall Corsa,2595,105000,2012,6.0,Petrol,Hatchback,1.2L,Manual
Citroen C6,8000,32090,2009,2.0,Diesel,Saloon,2.7L,Automatic
Citroen C3 Aircross,14395,14791,2021,1.0,Petrol,SUV,1.2L,Manual
Ford Fiesta Hatchback,8201,42941,2016,1.0,Petrol,Hatchback,1.3L,Manual
Volkswagen Polo,15970,11500,2021,1.0,Petrol,Hatchback,1.0L,Manual
Mazda 3,13495,24008,2018,2.0,Diesel,Saloon,2.2L,Manual
Audi TT,6790,104265,2011,2.0,Diesel,Coupe,2.0L,Manual
Honda Jazz,7750,92823,2016,2.0,Petrol,Hatchback,1.3L,Manual
Volkswagen Polo Hatchback,8395,71521,2016,2.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Suzuki Vitara,9699,53150,2017,2.0,Petrol,SUV,1.6L,Manual
Ford Fiesta,5000,49000,2012,4.0,Petrol,Hatchback,1.3L,Manual
Volkswagen Golf,9600,102500,2015,2.0,Petrol Plug-in Hybrid,Hatchback,1.4L,Automatic
Dacia Sandero Stepway,6495,49330,2016,2.0,Petrol,Hatchback,0.9L,Manual
KIA Ceed,9095,112398,2019,1.0,Diesel,Estate,1.6L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Volkswagen Tiguan,5490,115307,2011,4.0,Diesel,SUV,2.0L,Automatic
Ford Fiesta,5000,82054,2014,3.0,Petrol,Hatchback,1.0L,Manual
Ford Ecosport,7495,47923,2015,2.0,Diesel,SUV,1.5L,Manual
Peugeot 3008,11195,118367,2019,1.0,Diesel,SUV,1.5L,Manual
SKODA Fabia,9495,42091,2016,3.0,Petrol,Hatchback,1.2L,Manual
Renault Clio,6495,74434,2017,2.0,Petrol,Hatchback,1.1L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Renault Megane Hatch,14577,34453,2020,1.0,Diesel,Hatchback,1.5L,Automatic
Land Rover Range Rover Evoque,13799,70142,2016,2.0,Diesel,SUV,2.0L,Manual
Vauxhall Corsa,4799,64705,2015,1.0,Petrol,Hatchback,1.4L,Manual
SKODA Kamiq,13990,37000,2020,1.0,Petrol,SUV,1.0L,Manual
BMW 1 SERIES,8295,71062,2015,2.0,Diesel,Hatchback,1.5L,Manual
Audi A4 Cabriolet,2990,117000,2007,4.0,Diesel,Convertible,2.0L,Manual
Vauxhall Corsa Hatchback Special EDS,6698,27955,2014,2.0,Petrol,Hatchback,1.0L,Manual
Peugeot 208,13780,20730,2020,1.0,Petrol,Hatchback,1.2L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Vauxhall Adam,8599,38064,2018,3.0,Petrol,Hatchback,1.2L,Manual
Citroen C3,6985,65526,2017,1.0,Petrol,Hatchback,1.2L,Manual
Renault Megane,10999,39043,2017,3.0,Diesel,Hatchback,1.5L,Manual
Honda Jazz Hatchback,7548,48873,2015,2.0,Petrol,Hatchback,1.4L,Manual
Toyota Aygo,1795,110000,2006,4.0,Petrol,Hatchback,1.0L,Manual
Peugeot 508,13850,60400,2019,5.0,Diesel,Hatchback,2.0L,Automatic
Vauxhall Grandland X,13499,20114,2019,1.0,Petrol,SUV,1.2L,Manual
SKODA Octavia,9895,79147,2018,1.0,Diesel,Estate,1.6L,Manual
Audi A3,4990,89000,2012,3.0,Diesel,Hatchback,1.6L,Manual
Hyundai Tucson,10999,66084,2018,2.0,Petrol,SUV,1.6L,Manual
MINI Hatch Cooper,15495,37199,2019,2.0,Petrol,Hatchback,1.5L,Manual
Volkswagen Passat,4690,104930,2011,3.0,Diesel,Saloon,2.0L,Automatic
Renault Captur,9994,40411,2018,2.0,Petrol,SUV,0.9L,Manual
KIA Optima,11500,58552,2017,2.0,Diesel,Estate,1.7L,Manual
Peugeot 3008,15999,48463,2019,1.0,Diesel,SUV,1.5L,Manual
Vauxhall Adam,6199,65814,2014,1.0,Petrol,Hatchback,1.4L,Manual
Audi A1,6440,101664,2016,1.0,Diesel,Hatchback,1.6L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Mercedes-Benz E Class Diesel Estate,8855,74280,2012,2.0,Diesel,Estate,2.1L,Automatic
Land Rover Range Rover Evoque,9000,118362,2016,2.0,Diesel,SUV,2.0L,Manual
BMW 1 Series,7995,80000,2015,2.0,Diesel,Hatchback,1.5L,Manual
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
Audi A5 DIESEL COUPE,16555,68603,2017,1.0,Diesel,Coupe,2.0L,Automatic
Vauxhall Astra,10599,37726,2019,3.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Jetta Diesel Saloon,6136,68521,2013,2.0,Diesel,Saloon,1.6L,Manual
Vauxhall Adam,6500,67878,2016,5.0,Petrol,Hatchback,1.2L,Manual
Mercedes-Benz CLA Class,16495,64000,2017,2.0,Diesel,Saloon,2.1L,Automatic
Hyundai I20 HATCHBACK,7499,54000,2016,1.0,Petrol,Hatchback,1.2L,Manual
Fiat 500X,11995,36410,2019,2.0,Petrol,SUV,1.0L,Manual
Nissan Qashqai,3790,112000,2011,2.0,Diesel,SUV,1.5L,Manual
